1,10.100.208.1,22,fw1-ic.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
2,10.100.208.2,22,fw2-ic.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
3,10.100.208.3,22,fw1pro-hosting.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
4,10.100.208.4,22,fw2pro-hosting.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
5,10.100.208.5,22,fw1pro-correo.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
6,10.100.208.6,22,fw2pro-correo.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
7,10.100.208.7,22,lb1propf-correo.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
8,10.100.208.8,22,lb2propf-correo.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
9,10.100.208.9,22,piwik01.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
10,10.100.208.12,22,gestionhosting.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
11,10.100.208.14,22,piwik02.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
12,10.100.208.15,22,haproxy0pro-corp.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
13,10.100.208.16,22,haproxy1pro-corp.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
14,10.100.208.18,22,,MGMT-SGAI-PRO
15,10.100.208.21,22,lb0pro-hosting.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
16,10.100.208.22,22,lb1pro-hosting.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
17,10.100.209.195,22,sean-pc.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
18,10.100.209.203,22,,MGMT-SGAI-PRO
19,10.100.209.212,22,fw1pro-corp.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
20,10.100.209.213,22,fw2pro-corp.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
21,10.100.209.214,22,fw1pro-bkndsrv-bd.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
22,10.100.209.215,22,fw2pro-bkndsrv-bd.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
23,10.100.209.217,22,gateway1.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
24,10.100.209.218,22,gateway2.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
25,10.100.209.219,22,vip-gateway-sgai-pro.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
26,10.100.209.221,22,svm-corp-pro.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
27,10.100.209.222,22,,MGMT-SGAI-PRO
28,10.100.209.236,22,,MGMT-SGAI-PRO
29,10.100.209.237,22,,MGMT-SGAI-PRO
30,10.100.209.240,22,configman.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
31,10.100.209.241,22,dns1-sistemas.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
32,10.100.209.242,22,dns2-sistemas.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
33,10.100.209.243,22,vpn.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
34,10.100.209.244,22,monitor.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
35,10.100.209.246,22,syslog1.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
36,10.100.209.248,22,ntp1.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
37,10.100.209.249,22,ntp2.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
38,10.100.209.250,22,ns.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
39,10.100.209.251,22,ns1.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
40,10.100.209.252,22,ns2.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
41,10.100.209.254,22,gw.mgmt.sgai-pro.sistemas.csic.es,MGMT-SGAI-PRO
42,10.100.97.1,22,php71node2-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
43,10.100.97.2,22,php56node1-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
44,10.100.97.3,22,php56node2-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
45,10.100.97.4,22,sensor4.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
46,10.100.97.5,22,mysql5-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
47,10.100.97.6,22,php54node0-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
48,10.100.97.7,22,php54node1-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
49,10.100.97.8,22,php54node2-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
50,10.100.97.9,22,php53node0-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
51,10.100.97.10,22,php53node1-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
52,10.100.97.11,22,php53node2-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
53,10.100.97.12,22,stats-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
54,10.100.97.13,22,memcached-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
55,10.100.97.14,22,phpmyadmin2-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
56,10.100.97.15,22,phpmyadmin-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
57,10.100.97.16,22,ldap-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
58,10.100.97.17,22,php56node9-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
59,10.100.97.18,22,ldapsl2-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
60,10.100.97.19,22,stream2-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
61,10.100.97.20,22,dns2-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
62,10.100.97.21,22,login-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
63,10.100.97.22,22,stream1-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
64,10.100.97.23,22,stream2-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
65,10.100.97.24,22,jsp1-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
66,10.100.97.25,22,jsp2-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
67,10.100.97.26,22,mysql2-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
68,10.100.97.27,22,php56node0-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
69,10.100.97.28,22,memcached2-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
70,10.100.97.29,22,globalstat.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
71,10.100.97.30,22,papinode0-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
72,10.100.97.31,22,seconion.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
73,10.100.97.32,22,php56node7-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
74,10.100.97.33,22,mysqlbackups.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
75,10.100.97.34,22,blackhosting.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
76,10.100.97.35,22,php71node1-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
77,10.100.97.36,22,php71node0-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
78,10.100.97.37,22,mysqlbackups2.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
79,10.100.97.38,22,php56node8-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
80,10.100.97.39,22,php56node5-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
81,10.100.97.40,22,php56node4-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
82,10.100.97.41,22,php56node3-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
83,10.100.97.42,22,php56node6-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
84,10.100.97.43,22,papinode1-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
85,10.100.97.44,22,php56node10-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
86,10.100.97.45,22,gestionhosting.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
87,10.100.97.46,22,ldapsl1-hosting-old.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
88,10.100.97.47,22,elastichosting.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
92,10.100.97.240,22,configman.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
93,10.100.97.244,22,monitor.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
94,10.100.97.246,22,syslog1.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
95,10.100.97.248,22,ntp1.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
96,10.100.97.249,22,ntp2.mgmt.hosting.sgai-pro.sistemas.csic.es,Hosting
